county_fips,state_fips,never,rarely,sometimes,frequently,always
1001,1000,5.3%,7.4%,13.4%,29.5%,44.4%
1003,1000,8.3%,5.9%,9.8%,32.3%,43.6%
1005,1000,6.7%,12.1%,12.0%,20.1%,49.1%
1007,1000,2.0%,3.4%,9.6%,27.8%,57.2%
1009,1000,5.3%,11.4%,18.0%,19.4%,45.9%
1011,1000,3.1%,4.0%,14.4%,28.6%,50.0%
1013,1000,10.2%,5.3%,25.7%,13.7%,45.1%
1015,1000,15.2%,10.8%,13.0%,16.7%,44.2%
1017,1000,11.7%,3.7%,15.0%,13.6%,56.0%
1019,1000,13.5%,2.7%,16.1%,15.8%,52.0%
1021,1000,6.0%,7.0%,5.8%,19.4%,61.8%
1023,1000,4.9%,3.8%,12.6%,21.9%,56.8%
1025,1000,4.9%,8.8%,16.4%,26.8%,43.0%
1027,1000,14.8%,15.8%,19.5%,16.9%,32.9%
1029,1000,15.1%,12.5%,13.8%,21.7%,36.8%
1031,1000,10.1%,15.2%,9.4%,18.6%,46.6%
1033,1000,8.2%,9.6%,15.2%,15.9%,51.0%
1035,1000,9.9%,5.2%,25.9%,19.2%,39.9%
1037,1000,5.5%,13.1%,16.7%,26.3%,38.4%
1039,1000,18.7%,12.8%,12.9%,20.1%,35.6%
1041,1000,6.0%,9.1%,19.9%,23.3%,41.6%
1043,1000,13.0%,2.4%,24.9%,21.7%,37.9%
1045,1000,8.9%,11.3%,11.8%,22.0%,46.0%
1047,1000,9.5%,10.0%,15.9%,12.2%,52.4%
1049,1000,8.4%,5.1%,10.6%,17.9%,58.0%
1051,1000,4.2%,9.5%,12.7%,25.2%,48.5%
1053,1000,11.4%,2.6%,18.8%,28.5%,38.7%
1055,1000,9.6%,10.3%,17.8%,12.2%,50.1%
1057,1000,13.8%,4.8%,15.1%,23.3%,42.9%
1059,1000,6.5%,7.1%,22.3%,15.6%,48.4%
1061,1000,17.6%,13.1%,8.9%,15.8%,44.5%
1063,1000,3.0%,5.3%,12.7%,16.7%,62.3%
1065,1000,2.6%,6.1%,8.4%,19.1%,63.9%
1067,1000,6.6%,6.8%,17.0%,25.8%,43.8%
1069,1000,8.5%,7.9%,13.5%,26.8%,43.3%
1071,1000,9.2%,8.9%,11.0%,24.9%,46.0%
1073,1000,4.9%,3.7%,10.7%,17.9%,62.8%
1075,1000,10.7%,4.5%,13.2%,18.9%,52.7%
1077,1000,9.3%,11.9%,14.1%,17.9%,46.9%
1079,1000,16.2%,8.0%,8.8%,25.1%,41.9%
1081,1000,5.3%,6.4%,13.8%,18.3%,56.2%
1083,1000,10.2%,3.4%,13.3%,33.6%,39.5%
1085,1000,12.0%,7.3%,14.5%,19.9%,46.4%
1087,1000,0.8%,3.3%,24.1%,17.2%,54.5%
1089,1000,6.2%,5.0%,12.3%,17.7%,58.9%
1091,1000,3.3%,15.1%,11.8%,18.6%,51.2%
1093,1000,12.9%,6.4%,24.6%,20.7%,35.3%
1095,1000,7.5%,6.4%,12.9%,25.3%,47.9%
1097,1000,7.7%,7.0%,10.2%,24.4%,50.6%
1099,1000,11.2%,4.1%,18.2%,28.8%,37.8%
1101,1000,5.6%,9.5%,12.3%,21.2%,51.3%
1103,1000,7.8%,7.7%,8.2%,30.4%,45.9%
1105,1000,2.5%,8.4%,8.7%,18.7%,61.8%
1107,1000,3.1%,6.0%,16.9%,15.7%,58.4%
1109,1000,6.0%,13.1%,14.5%,33.3%,33.0%
1111,1000,15.8%,22.6%,10.5%,14.4%,36.8%
1113,1000,6.9%,6.7%,8.0%,21.3%,57.0%
1115,1000,2.7%,13.4%,14.4%,20.0%,49.5%
1117,1000,2.2%,7.5%,11.8%,24.0%,54.5%
1119,1000,5.5%,6.8%,11.8%,19.7%,56.2%
1121,1000,11.3%,15.0%,20.8%,16.9%,36.1%
1123,1000,6.7%,9.5%,13.6%,29.6%,40.6%
1125,1000,4.1%,3.6%,14.4%,24.7%,53.2%
1127,1000,9.0%,8.1%,14.5%,25.6%,42.9%
1129,1000,1.8%,7.7%,10.2%,30.7%,49.5%
1131,1000,6.1%,9.8%,19.9%,18.7%,45.5%
1133,1000,13.0%,4.6%,32.8%,18.3%,31.2%
2013,2000,6.7%,3.2%,3.4%,31.6%,55.1%
2016,2000,7.8%,3.1%,3.0%,33.7%,52.4%
2020,2000,4.2%,5.0%,4.9%,19.6%,66.3%
2050,2000,10.1%,2.2%,1.4%,45.0%,41.3%
2060,2000,4.8%,3.7%,4.2%,30.8%,56.4%
2068,2000,6.2%,8.1%,6.7%,22.5%,56.5%
2070,2000,7.2%,2.5%,2.7%,39.1%,48.4%
2090,2000,9.4%,8.4%,17.5%,23.4%,41.3%
2100,2000,5.5%,5.0%,12.3%,41.9%,35.2%
2105,2000,5.1%,6.4%,13.0%,39.9%,35.6%
2110,2000,5.1%,6.7%,13.3%,39.6%,35.3%
2122,2000,4.3%,4.7%,5.1%,19.7%,66.2%
2130,2000,2.5%,14.9%,17.4%,25.6%,39.6%
2150,2000,4.2%,4.3%,4.9%,23.3%,63.3%
2158,2000,10.3%,2.2%,0.7%,52.1%,34.7%
2164,2000,5.5%,3.6%,4.0%,29.9%,57.1%
2170,2000,4.2%,5.1%,4.8%,19.8%,66.0%
2180,2000,8.6%,6.1%,0.9%,54.4%,30.0%
2185,2000,3.6%,5.9%,23.5%,21.5%,45.5%
2188,2000,3.5%,18.8%,5.1%,47.4%,25.2%
2195,2000,4.2%,9.5%,14.8%,34.9%,36.5%
2198,2000,3.3%,12.5%,16.1%,30.0%,38.0%
2220,2000,4.8%,7.7%,13.7%,38.1%,35.7%
2230,2000,5.8%,3.8%,11.6%,43.5%,35.4%
2240,2000,6.4%,7.1%,14.0%,27.2%,45.3%
2261,2000,4.0%,4.9%,5.2%,19.7%,66.3%
2275,2000,3.5%,11.9%,16.0%,31.2%,37.4%
2282,2000,4.7%,1.2%,7.8%,38.1%,48.1%
2290,2000,4.4%,4.7%,12.6%,42.5%,35.8%
4001,4000,5.5%,6.3%,3.1%,15.0%,70.1%
4003,4000,5.3%,2.5%,14.7%,19.4%,58.1%
4005,4000,3.9%,8.0%,7.0%,11.0%,70.2%
4007,4000,7.3%,1.4%,3.0%,33.6%,54.7%
4009,4000,9.5%,6.7%,23.7%,4.9%,55.3%
4011,4000,11.1%,8.9%,16.7%,8.9%,54.4%
4012,4000,3.1%,6.4%,16.2%,17.3%,57.0%
4013,4000,2.3%,2.5%,5.9%,15.8%,73.4%
4015,4000,5.1%,9.6%,10.4%,16.4%,58.5%
4017,4000,9.1%,10.8%,5.9%,13.9%,60.2%
4019,4000,2.3%,2.4%,7.3%,12.1%,75.9%
4021,4000,3.3%,5.5%,9.6%,14.8%,66.7%
4023,4000,2.8%,0.2%,5.8%,7.4%,83.7%
4025,4000,3.1%,7.3%,8.1%,17.6%,63.9%
4027,4000,0.8%,1.3%,4.6%,12.9%,80.4%
5001,5000,1.9%,7.3%,13.4%,21.6%,55.7%
5003,5000,2.3%,10.3%,16.3%,11.7%,59.5%
5005,5000,15.0%,10.4%,10.8%,10.4%,53.4%
5007,5000,8.1%,3.4%,8.3%,16.0%,64.3%
5009,5000,12.9%,14.5%,12.2%,18.9%,41.6%
5011,5000,9.4%,10.2%,17.5%,18.4%,44.5%
5013,5000,14.5%,13.2%,10.8%,21.1%,40.4%
5015,5000,11.1%,6.8%,11.5%,12.9%,57.7%
5017,5000,10.4%,7.4%,19.3%,9.7%,53.1%
5019,5000,8.0%,9.1%,8.0%,23.1%,51.8%
5021,5000,8.2%,12.4%,15.7%,24.2%,39.5%
5023,5000,3.6%,6.5%,9.3%,25.9%,54.6%
5025,5000,10.7%,3.0%,16.0%,23.1%,47.2%
5027,5000,24.1%,7.2%,5.4%,25.0%,38.3%
5029,5000,7.1%,12.0%,13.7%,34.7%,32.5%
5031,5000,7.8%,12.3%,13.8%,34.1%,32.0%
5033,5000,15.5%,10.0%,16.7%,21.1%,36.7%
5035,5000,5.9%,1.7%,11.0%,30.6%,50.8%
5037,5000,9.7%,1.7%,16.3%,31.9%,40.4%
5039,5000,19.7%,5.5%,9.3%,19.6%,45.9%
5041,5000,7.8%,3.3%,19.0%,18.9%,50.9%
5043,5000,6.3%,4.9%,20.7%,15.9%,52.3%
5045,5000,6.6%,2.7%,7.7%,40.3%,42.6%
5047,5000,14.9%,7.9%,24.5%,18.7%,34.0%
5049,5000,10.5%,12.1%,22.6%,19.7%,35.1%
5051,5000,2.5%,10.2%,6.8%,21.0%,59.6%
5053,5000,8.2%,4.3%,12.7%,25.8%,48.9%
5055,5000,6.2%,14.1%,15.4%,34.6%,29.7%
5057,5000,9.8%,7.3%,9.6%,17.9%,55.4%
5059,5000,5.9%,8.6%,7.9%,21.6%,56.0%
5061,5000,8.1%,7.0%,14.5%,14.5%,56.0%
5063,5000,13.7%,15.6%,8.8%,17.9%,44.0%
5065,5000,8.6%,12.1%,13.3%,23.0%,43.0%
5067,5000,11.6%,10.3%,13.5%,17.9%,46.8%
5069,5000,4.2%,3.6%,17.2%,17.3%,57.7%
5071,5000,14.4%,10.3%,20.5%,22.1%,32.8%
5073,5000,12.0%,8.2%,7.8%,23.4%,48.6%
5075,5000,8.5%,12.8%,15.3%,29.8%,33.7%
5077,5000,10.3%,3.2%,19.5%,26.3%,40.7%
5079,5000,3.5%,1.6%,19.4%,20.1%,55.4%
5081,5000,7.4%,12.1%,10.6%,20.1%,49.9%
5083,5000,14.8%,11.0%,12.0%,14.3%,47.9%
5085,5000,4.8%,4.5%,13.6%,29.7%,47.4%
5087,5000,7.5%,8.8%,15.9%,11.4%,56.4%
5089,5000,17.1%,11.2%,11.9%,10.8%,49.0%
5091,5000,6.4%,12.4%,10.6%,21.9%,48.7%
5093,5000,3.3%,10.9%,13.4%,28.4%,44.0%
5095,5000,6.8%,12.8%,12.7%,27.1%,40.6%
5097,5000,8.1%,9.5%,13.6%,16.6%,52.1%
5099,5000,14.3%,4.8%,8.4%,22.4%,50.1%
5101,5000,10.7%,14.0%,8.4%,26.1%,40.8%
5103,5000,15.1%,9.7%,6.0%,24.2%,44.9%
5105,5000,9.8%,5.1%,8.0%,36.7%,40.4%
5107,5000,5.2%,6.1%,13.4%,27.6%,47.7%
5109,5000,6.4%,6.1%,20.0%,17.6%,50.1%
5111,5000,7.7%,9.8%,14.1%,28.7%,39.7%
5113,5000,18.0%,8.0%,21.7%,7.6%,44.6%
5115,5000,8.2%,15.1%,18.1%,28.5%,30.2%
5117,5000,6.2%,17.0%,10.3%,27.3%,39.1%
5119,5000,2.8%,2.7%,12.6%,17.5%,64.4%
5121,5000,5.1%,14.5%,20.3%,28.9%,31.1%
5123,5000,8.7%,0.7%,28.9%,26.7%,35.0%
5125,5000,6.6%,4.4%,15.4%,21.2%,52.4%
5127,5000,15.5%,14.0%,12.4%,12.3%,45.8%
5129,5000,10.0%,8.8%,12.5%,14.9%,53.8%
5131,5000,12.1%,14.2%,15.7%,20.8%,37.2%
5133,5000,12.0%,9.3%,15.5%,16.5%,46.7%
5135,5000,6.7%,15.8%,22.0%,22.2%,33.3%
5137,5000,6.7%,9.2%,11.0%,23.4%,49.8%
5139,5000,11.6%,17.9%,9.8%,26.2%,34.4%
5141,5000,3.3%,6.0%,9.6%,27.2%,53.9%
5143,5000,3.4%,2.8%,10.1%,18.6%,65.1%
5145,5000,2.6%,5.4%,15.2%,27.7%,49.1%
5147,5000,5.9%,4.8%,20.8%,23.1%,45.4%
5149,5000,11.6%,10.0%,11.2%,19.8%,47.4%
6001,6000,1.9%,0.8%,5.5%,12.3%,79.5%
6003,6000,2.5%,8.5%,8.8%,19.0%,61.2%
6005,6000,4.5%,1.3%,9.9%,18.8%,65.5%
6007,6000,1.5%,4.3%,11.1%,20.4%,62.6%
6009,6000,4.5%,1.9%,9.8%,27.6%,56.2%
6011,6000,2.7%,3.1%,9.2%,15.1%,70.0%
6013,6000,1.8%,1.6%,3.9%,12.1%,80.6%
6015,6000,1.0%,13.5%,11.2%,19.6%,54.7%
6017,6000,2.8%,4.2%,7.2%,18.3%,67.5%
6019,6000,2.1%,2.2%,5.9%,15.6%,74.1%
6021,6000,2.8%,2.6%,14.6%,20.6%,59.4%
6023,6000,4.2%,0.6%,1.8%,6.9%,86.5%
6025,6000,0.1%,0.5%,3.0%,12.8%,83.6%
6027,6000,3.3%,1.1%,0.8%,5.8%,88.9%
6029,6000,2.2%,2.8%,10.5%,17.7%,66.8%
6031,6000,7.5%,1.6%,4.9%,9.4%,76.6%
6033,6000,0.3%,0.4%,0.7%,13.6%,84.9%
6035,6000,6.4%,6.8%,16.2%,22.5%,48.2%
6037,6000,2.1%,1.3%,4.9%,13.1%,78.6%
6039,6000,1.9%,5.9%,4.8%,12.4%,75.1%
6041,6000,1.1%,0.0%,4.6%,14.1%,80.2%
6043,6000,1.0%,9.4%,4.9%,18.6%,66.1%
6045,6000,0.2%,0.3%,0.4%,22.2%,77.0%
6047,6000,2.6%,3.6%,8.9%,14.6%,70.3%
6049,6000,6.8%,1.9%,9.5%,20.4%,61.5%
6051,6000,1.1%,2.6%,1.2%,7.0%,88.0%
6053,6000,2.3%,0.6%,6.6%,14.1%,76.3%
6055,6000,1.7%,2.6%,3.3%,14.9%,77.3%
6057,6000,0.3%,5.4%,8.4%,17.7%,68.2%
6059,6000,2.3%,2.1%,4.6%,15.6%,75.4%
6061,6000,1.2%,2.3%,7.2%,20.1%,69.3%
6063,6000,6.3%,6.7%,5.3%,14.6%,67.1%
6065,6000,2.6%,1.4%,4.1%,11.6%,80.3%
6067,6000,2.5%,2.8%,6.2%,16.4%,72.2%
6069,6000,1.8%,0.4%,6.3%,17.5%,73.9%
6071,6000,2.7%,2.2%,4.8%,13.4%,76.8%
6073,6000,1.7%,2.3%,3.4%,12.6%,80.0%
6075,6000,1.7%,1.1%,3.5%,12.1%,81.7%
6077,6000,5.4%,1.9%,8.1%,16.5%,68.0%
6079,6000,2.5%,2.4%,3.7%,16.9%,74.5%
6081,6000,1.6%,1.3%,5.8%,12.6%,78.6%
6083,6000,1.5%,2.0%,7.5%,15.3%,73.7%
6085,6000,1.5%,1.4%,4.0%,16.8%,76.4%
6087,6000,0.8%,0.0%,8.6%,10.9%,79.7%
6089,6000,9.5%,5.6%,7.1%,23.2%,54.7%
6091,6000,14.0%,5.3%,4.7%,14.3%,61.7%
6093,6000,13.2%,7.4%,8.2%,16.7%,54.6%
6095,6000,4.3%,4.6%,3.5%,14.8%,72.8%
6097,6000,2.2%,1.2%,2.2%,14.9%,79.5%
6099,6000,3.2%,2.8%,6.2%,17.3%,70.5%
6101,6000,5.8%,3.1%,8.0%,16.3%,66.9%
6103,6000,5.7%,6.2%,14.1%,19.5%,54.5%
6105,6000,8.1%,7.0%,5.5%,20.1%,59.2%
6107,6000,2.5%,3.9%,11.5%,13.6%,68.5%
6109,6000,0.8%,4.3%,8.4%,21.2%,65.3%
6111,6000,2.4%,1.1%,3.3%,15.6%,77.7%
6113,6000,0.7%,0.5%,4.0%,15.6%,79.1%
6115,6000,5.7%,3.5%,7.1%,16.7%,66.9%
8001,8000,3.2%,2.7%,7.1%,18.5%,68.5%
8003,8000,5.2%,13.3%,9.4%,22.8%,49.3%
8005,8000,1.3%,2.6%,6.5%,19.3%,70.3%
8007,8000,4.1%,4.1%,15.5%,27.6%,48.8%
8009,8000,11.3%,5.3%,19.4%,20.6%,43.5%
8011,8000,3.3%,3.6%,17.2%,19.1%,56.7%
8013,8000,0.8%,1.5%,3.2%,19.5%,75.0%
8014,8000,1.8%,0.5%,4.2%,20.1%,73.4%
8015,8000,3.8%,4.5%,13.4%,13.8%,64.5%
8017,8000,1.6%,18.7%,10.6%,39.8%,29.2%
8019,8000,0.2%,1.5%,13.8%,12.3%,72.3%
8021,8000,6.0%,10.6%,9.3%,19.5%,54.5%
8023,8000,3.4%,7.2%,7.6%,17.5%,64.4%
8025,8000,0.2%,3.4%,8.0%,29.4%,59.0%
8027,8000,1.7%,9.8%,15.3%,23.4%,49.8%
8029,8000,8.7%,9.4%,7.4%,29.5%,45.0%
8031,8000,2.0%,1.8%,6.2%,19.4%,70.7%
8033,8000,5.2%,3.9%,6.6%,25.2%,59.1%
8035,8000,1.3%,4.1%,8.1%,19.2%,67.3%
8037,8000,0.8%,0.3%,3.3%,26.9%,68.7%
8039,8000,1.6%,4.4%,19.0%,24.6%,50.5%
8041,8000,3.1%,8.9%,8.1%,19.6%,60.3%
8043,8000,0.6%,6.9%,6.2%,20.0%,66.3%
8045,8000,6.5%,4.0%,3.7%,32.6%,53.2%
8047,8000,0.1%,2.7%,1.7%,17.0%,78.5%
8049,8000,0.6%,0.2%,5.0%,18.7%,75.4%
8051,8000,5.7%,3.9%,4.3%,28.1%,58.1%
8053,8000,4.3%,5.0%,11.7%,27.1%,51.9%
8055,8000,2.8%,5.1%,5.1%,27.5%,59.5%
8057,8000,2.1%,2.7%,9.0%,34.2%,52.0%
8059,8000,2.8%,3.1%,7.5%,19.4%,67.3%
8061,8000,2.8%,5.1%,15.9%,27.0%,49.2%
8063,8000,2.4%,32.3%,11.9%,34.4%,19.0%
8065,8000,0.2%,1.6%,3.6%,19.3%,75.3%
8067,8000,4.3%,2.0%,12.2%,27.4%,54.1%
8069,8000,1.3%,3.7%,6.0%,23.1%,65.9%
8071,8000,5.2%,3.0%,10.1%,17.0%,64.8%
8073,8000,1.3%,6.8%,19.6%,40.3%,32.1%
8075,8000,7.8%,20.2%,10.1%,36.8%,25.1%
8077,8000,7.5%,10.5%,9.8%,22.2%,49.9%
8079,8000,4.9%,7.2%,13.8%,26.4%,47.8%
8081,8000,4.1%,14.2%,16.2%,28.4%,37.1%
8083,8000,5.7%,1.9%,8.1%,25.7%,58.6%
8085,8000,8.5%,9.2%,7.4%,31.4%,43.6%
8087,8000,8.3%,16.1%,11.6%,24.5%,39.6%
8089,8000,0.4%,4.7%,10.2%,19.4%,65.3%
8091,8000,6.0%,8.0%,6.9%,29.5%,49.5%
8093,8000,2.1%,1.8%,10.3%,13.7%,72.2%
8095,8000,5.0%,19.0%,13.7%,25.5%,36.8%
8097,8000,1.9%,1.4%,1.6%,31.8%,63.3%
8099,8000,7.9%,4.6%,20.5%,20.1%,46.9%
8101,8000,1.8%,4.4%,7.4%,28.0%,58.4%
8103,8000,11.1%,9.2%,7.4%,26.5%,45.8%
8105,8000,6.1%,14.4%,11.0%,24.2%,44.4%
8107,8000,0.8%,3.6%,9.2%,37.5%,48.9%
8109,8000,6.5%,12.2%,13.8%,23.2%,44.3%
8111,8000,3.2%,3.8%,9.7%,27.0%,56.3%
8113,8000,4.3%,5.8%,7.4%,26.0%,56.5%
8115,8000,6.5%,16.2%,13.8%,26.7%,36.8%
8117,8000,0.0%,0.1%,6.4%,15.1%,78.4%
8119,8000,10.5%,8.7%,6.6%,14.5%,59.7%
8121,8000,7.7%,20.8%,10.1%,30.3%,31.0%
8123,8000,4.6%,3.8%,13.5%,23.1%,55.0%
8125,8000,3.8%,28.4%,13.3%,25.5%,29.0%
9001,9000,2.7%,1.9%,6.0%,11.4%,78.0%
9003,9000,1.5%,2.3%,6.5%,13.0%,76.7%
9005,9000,1.7%,5.1%,2.1%,9.8%,81.2%
9007,9000,0.3%,0.7%,5.5%,12.8%,80.7%
9009,9000,2.3%,1.4%,5.3%,11.5%,79.5%
9011,9000,2.5%,2.1%,6.6%,14.2%,74.7%
9013,9000,0.8%,0.8%,2.7%,14.7%,81.0%
9015,9000,2.2%,4.1%,8.2%,13.7%,71.8%
10001,10000,2.6%,0.6%,10.6%,5.1%,81.1%
10003,10000,2.7%,1.3%,4.1%,13.3%,78.6%
10005,10000,0.5%,0.1%,3.5%,10.3%,85.6%
11001,11000,1.2%,1.3%,6.9%,16.4%,74.3%
12001,12000,0.1%,2.4%,5.3%,17.0%,75.1%
12003,12000,8.7%,7.6%,18.0%,21.5%,44.2%
12005,12000,6.5%,10.9%,7.6%,20.2%,54.8%
12007,12000,10.6%,16.8%,17.2%,17.3%,38.1%
12009,12000,6.8%,7.3%,9.6%,15.7%,60.7%
12011,12000,2.6%,2.3%,4.3%,11.7%,79.1%
12013,12000,3.4%,5.5%,13.8%,26.7%,50.7%
12015,12000,5.1%,4.9%,10.1%,15.8%,64.0%
12017,12000,9.0%,3.6%,8.7%,17.8%,60.9%
12019,12000,5.5%,6.7%,15.0%,20.9%,52.0%
12021,12000,4.0%,2.3%,6.7%,21.2%,65.8%
12023,12000,4.7%,2.6%,28.8%,25.4%,38.5%
12027,12000,2.3%,6.4%,5.6%,14.2%,71.5%
12029,12000,7.1%,9.5%,11.9%,31.8%,39.7%
12031,12000,4.9%,4.2%,8.6%,19.4%,62.9%
12033,12000,1.9%,5.2%,9.5%,31.0%,52.4%
12035,12000,7.9%,5.0%,11.3%,15.7%,60.2%
12037,12000,2.2%,10.1%,23.7%,22.8%,41.2%
12039,12000,6.0%,3.3%,10.4%,22.7%,57.5%
12041,12000,1.6%,15.1%,6.9%,32.4%,44.0%
12043,12000,4.7%,8.2%,9.8%,9.6%,67.7%
12045,12000,4.6%,12.5%,12.0%,24.9%,46.0%
12047,12000,10.1%,7.1%,23.5%,22.7%,36.5%
12049,12000,11.4%,4.1%,17.9%,18.6%,48.0%
12051,12000,4.6%,4.2%,11.2%,15.0%,65.0%
12053,12000,9.0%,4.0%,9.1%,19.0%,58.9%
12055,12000,2.5%,5.6%,14.5%,13.8%,63.5%
12057,12000,2.3%,3.1%,6.9%,15.5%,72.2%
12059,12000,17.0%,7.7%,8.1%,11.1%,56.2%
12061,12000,5.4%,6.5%,8.2%,19.3%,60.7%
12063,12000,6.4%,10.8%,12.9%,17.4%,52.6%
12065,12000,1.9%,1.7%,9.9%,18.3%,68.2%
12067,12000,10.2%,8.1%,22.0%,20.8%,38.9%
12069,12000,4.7%,6.2%,7.4%,18.5%,63.2%
12071,12000,5.2%,5.0%,7.3%,17.6%,64.8%
12073,12000,5.1%,2.2%,7.1%,15.6%,70.0%
12075,12000,1.7%,13.2%,7.2%,18.7%,59.2%
12077,12000,2.2%,2.3%,20.5%,26.8%,48.2%
12079,12000,16.4%,8.5%,14.8%,26.4%,34.0%
12081,12000,7.4%,3.7%,6.2%,20.1%,62.6%
12083,12000,4.6%,8.7%,12.1%,20.3%,54.3%
12085,12000,2.7%,1.8%,6.6%,16.9%,71.9%
12086,12000,3.2%,2.3%,6.0%,12.8%,75.6%
12087,12000,0.7%,0.1%,1.4%,15.9%,81.9%
12089,12000,9.0%,7.0%,14.7%,22.3%,47.0%
12091,12000,9.1%,8.3%,14.7%,21.0%,46.9%
12093,12000,1.6%,3.4%,6.4%,17.1%,71.5%
12095,12000,2.0%,2.0%,7.2%,16.4%,72.4%
12097,12000,2.5%,2.2%,5.8%,17.6%,72.0%
12099,12000,3.0%,2.0%,5.0%,11.6%,78.4%
12101,12000,2.7%,2.9%,5.5%,17.9%,70.9%
12103,12000,2.5%,1.9%,7.4%,13.3%,75.0%
12105,12000,5.0%,6.3%,8.5%,17.2%,63.0%
12107,12000,6.8%,5.0%,11.4%,18.6%,58.1%
12109,12000,4.7%,7.1%,9.7%,22.3%,56.1%
12111,12000,7.7%,2.2%,8.0%,17.3%,64.8%
12113,12000,4.7%,6.8%,16.6%,26.5%,45.3%
12115,12000,1.7%,3.1%,7.3%,17.5%,70.4%
12117,12000,3.7%,3.9%,6.6%,14.1%,71.7%
12119,12000,3.7%,3.6%,6.4%,23.5%,62.8%
12121,12000,10.5%,5.5%,24.4%,22.7%,36.9%
12123,12000,10.3%,8.6%,19.0%,14.5%,47.6%
12125,12000,4.4%,4.0%,17.6%,26.7%,47.3%
12127,12000,3.5%,6.6%,8.9%,19.2%,61.8%
12129,12000,3.2%,9.2%,17.2%,27.5%,42.9%
12131,12000,9.2%,6.0%,9.2%,24.4%,51.2%
12133,12000,13.8%,8.5%,6.2%,15.8%,55.7%
13001,13000,8.5%,11.7%,23.0%,15.2%,41.6%
13003,13000,5.9%,10.0%,17.9%,21.7%,44.5%
13005,13000,7.1%,13.2%,18.7%,18.8%,42.1%
13007,13000,2.7%,4.8%,5.4%,12.7%,74.3%
13009,13000,2.0%,8.9%,10.7%,29.0%,49.4%
13011,13000,13.6%,10.3%,12.5%,23.8%,39.9%
13013,13000,6.3%,8.6%,9.2%,19.0%,56.8%
13015,13000,21.5%,5.0%,12.3%,14.3%,47.0%
13017,13000,12.9%,7.8%,10.9%,20.2%,48.3%
13019,13000,7.3%,9.8%,15.6%,21.4%,46.0%
13021,13000,4.3%,9.4%,17.6%,20.1%,48.7%
13023,13000,8.9%,3.1%,11.7%,25.6%,50.8%
13025,13000,4.7%,12.9%,15.0%,16.4%,51.0%
13027,13000,9.2%,16.5%,12.4%,23.5%,38.5%
13029,13000,3.3%,3.9%,9.5%,23.8%,59.5%
13031,13000,5.3%,4.9%,16.3%,31.0%,42.4%
13033,13000,10.5%,10.9%,8.7%,20.8%,49.2%
13035,13000,12.5%,3.7%,14.4%,16.3%,53.0%
13037,13000,1.3%,3.5%,4.3%,17.2%,73.7%
13039,13000,13.6%,12.5%,17.0%,11.3%,45.6%
13043,13000,3.7%,4.5%,17.7%,26.4%,47.7%
13045,13000,8.9%,13.3%,15.4%,16.8%,45.7%
13047,13000,14.3%,15.2%,11.4%,21.7%,37.5%
13049,13000,6.5%,9.4%,15.0%,19.6%,49.5%
13051,13000,3.5%,4.0%,14.4%,15.8%,62.4%
13053,13000,6.1%,7.2%,10.8%,21.4%,54.5%
13055,13000,11.6%,10.2%,18.7%,14.3%,45.1%
13057,13000,4.9%,5.4%,10.0%,21.3%,58.4%
13059,13000,5.4%,5.7%,6.0%,22.6%,60.3%
13061,13000,2.8%,6.6%,12.0%,22.3%,56.2%
13063,13000,3.8%,5.4%,12.5%,15.9%,62.4%
13065,13000,6.0%,5.8%,13.4%,16.8%,58.0%
13067,13000,3.9%,4.9%,11.6%,22.5%,57.2%
13069,13000,8.5%,12.4%,16.4%,22.2%,40.4%
13071,13000,10.8%,19.1%,7.4%,23.3%,39.4%
13073,13000,6.1%,6.4%,9.5%,23.4%,54.7%
13075,13000,9.8%,13.4%,12.3%,20.3%,44.1%
13077,13000,10.5%,5.3%,18.3%,20.4%,45.5%
13079,13000,5.7%,5.1%,23.1%,19.2%,46.8%
13081,13000,11.9%,2.3%,6.0%,16.3%,63.5%
13083,13000,12.8%,22.2%,13.0%,24.9%,27.0%
13085,13000,4.9%,9.0%,12.8%,16.2%,57.1%
13087,13000,9.3%,4.0%,17.1%,18.0%,51.6%
13089,13000,3.6%,2.8%,7.5%,15.6%,70.4%
13091,13000,14.5%,2.5%,15.0%,23.6%,44.3%
13093,13000,7.7%,3.4%,5.8%,20.4%,62.7%
13095,13000,3.3%,3.7%,4.5%,15.9%,72.6%
13097,13000,8.3%,3.7%,9.0%,19.8%,59.1%
13099,13000,4.5%,6.2%,15.6%,25.3%,48.5%
13101,13000,9.7%,7.3%,18.2%,20.2%,44.6%
13103,13000,4.4%,6.4%,14.5%,27.2%,47.5%
13105,13000,13.2%,17.7%,8.1%,10.7%,50.3%
13107,13000,6.2%,4.4%,14.2%,25.2%,50.0%
13109,13000,3.0%,7.8%,22.9%,29.0%,37.2%
13111,13000,7.5%,8.8%,12.5%,11.2%,60.0%
13113,13000,6.0%,8.6%,13.1%,21.8%,50.5%
13115,13000,18.6%,3.6%,23.4%,14.8%,39.5%
13117,13000,3.5%,4.8%,8.3%,19.3%,64.1%
13119,13000,16.8%,7.4%,11.7%,21.5%,42.5%
13121,13000,2.6%,3.6%,8.9%,18.7%,66.2%
13123,13000,12.8%,4.2%,8.7%,19.8%,54.5%
13125,13000,15.6%,6.6%,10.7%,13.0%,54.1%
13127,13000,4.8%,7.1%,14.5%,25.1%,48.5%
